C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_260.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_260.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_260.jpg, 0, 0, 0, 7.819883E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_367.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_367.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_367.jpg, 0, 0, 0, 8.068598E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_471.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_471.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_471.jpg, 0, 0, 0, 7.7975E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_573.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_573.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_573.jpg, 0, 0, 0, 7.827648E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_678.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_678.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_678.jpg, 0, 0, 0, 7.836592E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_781.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_781.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_781.jpg, 0, 0, 0, 7.819243E-05
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_883.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_883.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_883.jpg, 0, 0.27747, 0, 0.2020297
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_15_988.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_15_988.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_15_988.jpg, 0, 0.5947731, 0, 0.7859388
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_096.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_096.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_096.jpg, 0, 0.9432163, 0, 1.933088
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_200.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_200.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_200.jpg, 0, 1, 0, 3.109406
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_302.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_302.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_302.jpg, 0, 1, 0, 4.284066
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_407.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_407.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_407.jpg, 0, 1, 0, 5.446967
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_511.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_511.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_511.jpg, 0, 1, 0, 6.598698
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_618.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_618.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_618.jpg, 0, 1, 0, 7.96603
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_737.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_737.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_737.jpg, -0.3544047, 1, 0, 9.283207
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_848.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_848.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_848.jpg, -0.3540639, 1, 0, 10.34484
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_16_949.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_16_949.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_16_949.jpg, -0.07757461, 1, 0, 11.55103
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_17_050.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_17_050.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_17_050.jpg, 0, 1, 0, 12.36973
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_17_169.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_17_169.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_17_169.jpg, 0, 1, 0, 13.85439
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_17_268.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_17_268.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_17_268.jpg, 0, 1, 0, 14.81056
C:\Users\ABHISHU\Desktop\Data\IMG\center_2020_06_20_01_53_17_374.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\left_2020_06_20_01_53_17_374.jpg, C:\Users\ABHISHU\Desktop\Data\IMG\right_2020_06_20_01_53_17_374.jpg, -0.1479279, 1, 0, 16.09641
